Gene name,baseMean,log2FoldChange,lfcSE (standard error),Wald stat,P value,Adj. P value
Grem2,167.0986354,2.758400646,0.810802071,3.402064137,0.000668789,0.010613575
Edem1,134.1215715,2.710914777,0.796956399,3.401584807,0.000669963,0.010615949
Htatsf1,513.7026056,-1.723220479,0.506754879,-3.40050101,0.000672625,0.010630439
Stxbp6,1257.60641,-1.308147262,0.384753635,-3.399960763,0.000673955,0.010630439
Zfand5,1950.379663,1.071134977,0.315036441,3.400035165,0.000673772,0.010630439
Pfkm,710.0824133,-1.535069868,0.451658401,-3.398740872,0.000676968,0.010661735
Pts,105.349345,-1.946480082,0.573659297,-3.393094286,0.000691078,0.010867445
Mgst3,106.629636,-2.570598428,0.758422743,-3.389400504,0.000700456,0.010998224
Zc3h6,44.99744899,-2.206147627,0.651422866,-3.38665979,0.000707491,0.011091869
Snapc5,42.57814481,-3.261659898,0.964185148,-3.382814914,0.00071747,0.011231327
Ppap2b,120.7004277,-2.702804447,0.79926028,-3.381632387,0.000720565,0.011245806
Ifrd1,531.4551646,2.278850384,0.673817197,3.382000923,0.000719599,0.011245806
Ddn,1545.748567,-1.163326862,0.3443601,-3.378227801,0.000729546,0.011368853
Tceal3,314.7214969,-1.39325419,0.413353596,-3.370611029,0.000750017,0.011670306
Kcnh3,151.6587808,-2.183098322,0.648223786,-3.367815821,0.000757662,0.01177159
Adam11,421.0391295,-2.005698789,0.595833171,-3.366208677,0.00076209,0.011804996
Pcdh17,1530.505852,1.327255445,0.394270933,3.366353775,0.00076169,0.011804996
Asb6,161.4704768,2.491802585,0.740896966,3.363224171,0.000770378,0.011818668
Dtd1,590.3661333,-2.076434461,0.617514799,-3.362566315,0.000772216,0.011818668
Fundc2,122.045779,-1.975162276,0.587461034,-3.36220134,0.000773237,0.011818668
Hs6st1,229.8930065,2.446838167,0.727628573,3.362757126,0.000771682,0.011818668
P4ha2,38.87483032,3.405416746,1.012829692,3.362279732,0.000773018,0.011818668
Pck2,29.96667374,-3.405798646,1.012369349,-3.364185856,0.000767698,0.011818668
Pus1,72.08714484,-2.324227513,0.690723432,-3.364917717,0.000765665,0.011818668
Snhg11,7716.742582,1.549267685,0.46061447,3.363480276,0.000769663,0.011818668
Ube2l6,105.696058,-2.254816688,0.670319965,-3.363791633,0.000768796,0.011818668
Selm,469.4018973,-1.8352518,0.546021318,-3.361135797,0.000776227,0.011846886
Elmo1,312.8524821,2.784857779,0.828694712,3.360535235,0.000777916,0.011855212
Camk2a,6728.913039,-1.090482133,0.324597196,-3.359493391,0.000780855,0.011882529
Tcf7l2,44.29954696,2.778005965,0.827437318,3.357361222,0.000786902,0.011956993
Socs7,307.9955708,-1.664953117,0.496347094,-3.354412945,0.000795336,0.012067444
Rtn4rl1,1257.615678,1.27120107,0.379027829,3.353846265,0.000796966,0.012074505
Nmnat2,512.5667407,-2.123174031,0.633196179,-3.353106197,0.0007991,0.012089164
Slc9a8,186.2709241,-3.053665199,0.911255791,-3.351051625,0.000805053,0.012161463
4932415G12Rik,149.5278297,-2.274782309,0.679251258,-3.348955608,0.000811168,0.012236002
Gucy1a3,133.8147978,-2.513076532,0.75102469,-3.346196957,0.000819282,0.012340432
Fam214b,181.5977226,2.489763734,0.745040658,3.341782366,0.000832423,0.012520174
Ndrg3,1707.915907,-1.735114511,0.519303039,-3.341236967,0.00083406,0.012526615
A930005H10Rik,95.57679893,-2.632432249,0.788105346,-3.340203517,0.00083717,0.012555129
Slc44a5,129.3586895,-2.557245245,0.766041319,-3.338260198,0.000843048,0.012615124
Clns1a,534.554051,-1.758831427,0.526899678,-3.338076491,0.000843605,0.012615124
Zcchc5,54.64104065,-3.374528437,1.011259044,-3.336957485,0.000847009,0.012647773
Aamdc,99.48289968,-2.676068175,0.803375219,-3.331031517,0.000865248,0.012901533
Adal,59.21414447,-2.708470292,0.813250042,-3.330427486,0.000867127,0.01291098
Acyp1,70.55243365,-2.145468172,0.644732837,-3.327685592,0.000875706,0.012964207
C1ql2,1592.579737,-1.85810723,0.558330661,-3.327969178,0.000874815,0.012964207
Prkra,43.488017,3.124269852,0.93874842,3.328122621,0.000874334,0.012964207
Samd4b,170.9856813,1.655263262,0.497390309,3.327896087,0.000875045,0.012964207
Lasp1,66.21701632,-2.766896824,0.83196189,-3.325749482,0.000881811,0.013027013
Nlk,343.13775,1.736218894,0.522085736,3.325543629,0.000882463,0.013027013
Pstpip2,63.52415848,-2.604515752,0.783807148,-3.3229038,0.000890856,0.01313221
Zfp334,75.36016792,3.385844972,1.019074934,3.322469092,0.000892246,0.013134007
