Gene name,baseMean,log2FoldChange,lfcSE (standard error),Wald stat,P value,Adj. P value
Tiam2,215.5615371,-5.294810211,0.746922312,-7.088836582,1.35E-12,6.09E-10
Blvrb,662.604254,5.161198619,0.73636289,7.009042263,2.40E-12,1.04E-09
Kcnq3,93.32703346,-6.169850677,0.884777004,-6.973339775,3.10E-12,1.28E-09
Appl2,112.6916727,-4.573981992,0.658275438,-6.948431812,3.69E-12,1.47E-09
Col4a1,456.9705119,4.243044638,0.618966383,6.855048602,7.13E-12,2.74E-09
Camkv,1887.45271,-3.205218752,0.474401941,-6.756335656,1.42E-11,5.24E-09
Inf2,303.4806409,-4.234967201,0.62892298,-6.733681762,1.65E-11,5.91E-09
Npy2r,226.8599869,-4.61484989,0.695475038,-6.63553634,3.23E-11,1.12E-08
Il20rb,104.6143543,-5.757381265,0.878938573,-6.550379563,5.74E-11,1.92E-08
Airn,121.2451236,5.001544239,0.76471608,6.540393713,6.14E-11,1.99E-08
Jph4,891.2986645,-2.512137257,0.385178534,-6.522007415,6.94E-11,2.18E-08
Arpp21,2810.265262,2.188811252,0.337464655,6.486045938,8.81E-11,2.69E-08
Brd9,489.2811283,-2.236997185,0.347064642,-6.445477051,1.15E-10,3.41E-08
Pcdh8,1136.731659,2.324097588,0.361353194,6.431650881,1.26E-10,3.63E-08
Ehbp1l1,152.6170109,-2.941149017,0.459482134,-6.401008433,1.54E-10,4.32E-08
Itm2c,2149.844876,-2.503102906,0.392154029,-6.382958528,1.74E-10,4.74E-08
Asb11,77.33355478,6.227653239,0.977154794,6.373251485,1.85E-10,4.92E-08
Rab3a,1755.09298,-2.086628915,0.327850406,-6.364576276,1.96E-10,5.07E-08
Npas4,54.010195,5.9492519,0.935474992,6.359605499,2.02E-10,5.11E-08
B3galt5,140.8973535,-4.903208132,0.771518803,-6.355267186,2.08E-10,5.13E-08
Esd,1516.462764,2.85901817,0.453116733,6.309672451,2.80E-10,6.74E-08
Hgsnat,142.9635847,-3.456195655,0.548563481,-6.300447945,2.97E-10,6.99E-08
Nhsl2,452.7457978,-2.728600188,0.436954835,-6.244581748,4.25E-10,9.79E-08
Nptx2,290.9612112,4.931179185,0.793715296,6.212780843,5.21E-10,1.17E-07
Gadd45b,253.6617882,4.619921822,0.75417547,6.125791684,9.02E-10,1.99E-07
Glt8d2,95.35575113,-5.66879608,0.932477523,-6.079284423,1.21E-09,2.61E-07
Ncald,3243.945746,-2.414392766,0.39981785,-6.03873181,1.55E-09,3.28E-07
Tmem191c,681.5717824,-3.971245268,0.657970643,-6.035596435,1.58E-09,3.28E-07
1190002N15Rik,156.644073,4.099968109,0.684845016,5.986709422,2.14E-09,4.35E-07
Lpin1,113.1398067,-4.656914863,0.790656434,-5.889934822,3.86E-09,7.41E-07
Sipa1l2,386.1868794,-3.434794027,0.58258386,-5.895793317,3.73E-09,7.41E-07
Mir22hg,420.8364463,3.338623855,0.56658276,5.89256167,3.80E-09,7.41E-07
Sdc3,326.1481493,-3.774599725,0.641672491,-5.882439686,4.04E-09,7.62E-07
Calb1,1468.780164,-2.828895297,0.481874193,-5.87060967,4.34E-09,8.03E-07
Nrxn3,963.2006668,2.662146677,0.454269244,5.860283771,4.62E-09,8.40E-07
Syne1,6283.942608,1.40952004,0.241483666,5.836916702,5.32E-09,9.34E-07
Tppp,825.3237234,-2.205655879,0.377846407,-5.837440393,5.30E-09,9.34E-07
Eaf1,138.2117007,4.411047129,0.759664354,5.806573791,6.38E-09,1.08E-06
Gm13889,104.7441018,-4.445487004,0.765348299,-5.808449575,6.31E-09,1.08E-06
Igfbp5,614.9929073,-2.944737334,0.510464804,-5.768737262,7.99E-09,1.32E-06
Prrt3,169.2293067,-4.327255879,0.750159596,-5.768447007,8.00E-09,1.32E-06
Matk,1596.561439,-3.091911049,0.536799038,-5.75990423,8.42E-09,1.36E-06
Faim2,1484.223501,-3.256428235,0.569082409,-5.722243709,1.05E-08,1.68E-06
Ptprz1,2243.583214,3.094642292,0.54222151,5.707339589,1.15E-08,1.75E-06
Wscd1,231.6361579,-4.488437961,0.786105164,-5.709716924,1.13E-08,1.75E-06
Tspan18,303.4076267,-3.486685073,0.610897332,-5.707481255,1.15E-08,1.75E-06
Me1,112.3449927,5.493475011,0.965507137,5.689730091,1.27E-08,1.91E-06
Bhlhe40,199.3938418,-4.144279982,0.728725066,-5.687028173,1.29E-08,1.91E-06
Sema5a,1252.013253,-2.18073573,0.385704877,-5.653897218,1.57E-08,2.29E-06
Mgll,392.3223471,-3.145600686,0.557075682,-5.646630765,1.64E-08,2.36E-06
Phf15,75.08632081,-4.425388772,0.784735733,-5.639336384,1.71E-08,2.42E-06
Vcp,2366.786129,1.451561194,0.258188997,5.622087734,1.89E-08,2.64E-06
Mycl1,161.7316349,-4.43134614,0.789205171,-5.614948183,1.97E-08,2.72E-06
Rgs2,611.0052703,3.43588633,0.61273437,5.607464668,2.05E-08,2.76E-06
Elfn2,91.97770283,-4.213321721,0.751245313,-5.608449928,2.04E-08,2.76E-06
Skil,212.9240076,-3.108246253,0.561574491,-5.534877921,3.11E-08,4.14E-06
Nsg2,1551.324882,-2.406370608,0.435393878,-5.526882044,3.26E-08,4.28E-06
Hlf,488.2901405,-3.099875861,0.561952093,-5.516263574,3.46E-08,4.49E-06
Golm1,278.5438504,-3.63487467,0.659416204,-5.512261678,3.54E-08,4.53E-06
Rtn1,4909.025396,-2.148985461,0.390488818,-5.503321383,3.73E-08,4.71E-06
Lrrc16a,182.9748361,-4.077901278,0.741835375,-5.497043432,3.86E-08,4.82E-06
Ctso,49.72842597,-5.084678727,0.926186487,-5.489908133,4.02E-08,4.96E-06
Cygb,413.4157297,-3.108894693,0.566641468,-5.486528731,4.10E-08,5.00E-06
Sowaha,471.8958615,-2.903417062,0.530223873,-5.475832395,4.35E-08,5.25E-06
Pcdh7,50.2413672,4.021249705,0.736345313,5.461092279,4.73E-08,5.64E-06
Gpd1l,89.41428751,-3.823349382,0.700761283,-5.455994034,4.87E-08,5.70E-06
Rab27b,100.6790935,-3.509482456,0.643357203,-5.454951685,4.90E-08,5.70E-06
Map4k3,151.7548123,-3.551837108,0.651482044,-5.451934004,4.98E-08,5.74E-06
Ptk2b,2479.157748,-1.678542926,0.309916376,-5.416115619,6.09E-08,6.94E-06
Frmd5,210.9149428,-4.051309273,0.749669061,-5.404130281,6.51E-08,7.34E-06
Hrk,173.9820097,-3.396508606,0.628752097,-5.401983741,6.59E-08,7.34E-06
Slc16a11,153.5455894,-3.827858066,0.709661826,-5.393918523,6.89E-08,7.60E-06
Scn3b,1161.254302,-2.998907212,0.556442913,-5.389424757,7.07E-08,7.71E-06
Igsf10,91.2541925,5.306740176,0.985158583,5.386686231,7.18E-08,7.75E-06
Rfwd2,574.18455,2.976417638,0.552771358,5.38453665,7.26E-08,7.76E-06
Fam163b,2006.206305,-2.226855466,0.414336067,-5.374515141,7.68E-08,8.12E-06
Lgi3,321.4577788,-3.963034465,0.740032302,-5.355218215,8.55E-08,8.86E-06
Dclk3,135.2884948,-4.443852143,0.829766684,-5.355544188,8.53E-08,8.86E-06
Tcf4,2310.250477,-1.421142905,0.265588827,-5.350913747,8.75E-08,8.98E-06
Ccdc88c,67.7189246,4.901209346,0.921222487,5.320331859,1.04E-07,1.05E-05
Sncb,239.8609249,-2.183648945,0.411978142,-5.300400002,1.16E-07,1.16E-05
Cplx2,4895.902221,-1.769241531,0.336225999,-5.262060446,1.42E-07,1.42E-05
Pbld1,64.36966983,2.391963486,0.455384039,5.252629171,1.50E-07,1.48E-05
Frzb,173.5282415,-4.044318451,0.770424731,-5.249466027,1.53E-07,1.49E-05
Lrrc4b,86.29311506,-3.903605089,0.747128433,-5.22481131,1.74E-07,1.69E-05
Lrrtm2,156.5432397,-3.94744774,0.756319727,-5.219284384,1.80E-07,1.72E-05
Ubc,1714.124315,1.781072821,0.341756396,5.211527398,1.87E-07,1.78E-05
Spry2,661.0568625,2.58316812,0.496186781,5.206039779,1.93E-07,1.82E-05
Hars,1002.754132,1.908600638,0.368410426,5.18063688,2.21E-07,2.06E-05
Rab26,347.6639476,-3.908625305,0.756995966,-5.163337032,2.43E-07,2.24E-05
L1cam,70.1827868,-3.336299981,0.647310767,-5.154093134,2.55E-07,2.34E-05
Nav1,834.247022,-2.150412422,0.417635475,-5.149017631,2.62E-07,2.38E-05
Slc27a3,118.9373694,-4.589630665,0.891925011,-5.14575845,2.66E-07,2.40E-05
Rad23b,476.5365904,1.788117335,0.34918584,5.120818579,3.04E-07,2.72E-05
Creg2,348.9611745,-2.494509305,0.48942275,-5.09683971,3.45E-07,3.06E-05
Faah,821.5533803,-2.546603456,0.501814924,-5.074786207,3.88E-07,3.41E-05
Fam126b,1540.198601,1.638499381,0.324244946,5.053276542,4.34E-07,3.78E-05
Cdk14,688.4778508,-1.77027145,0.350615845,-5.049034364,4.44E-07,3.80E-05
Lamp5,154.5050641,-3.984173155,0.788889824,-5.05035435,4.41E-07,3.80E-05
Tub,998.2920658,-2.220587481,0.4407534,-5.038163016,4.70E-07,3.99E-05
Cntn3,107.5327793,3.553809314,0.708532314,5.015733569,5.28E-07,4.42E-05
St6galnac6,115.383335,-4.182770457,0.833762315,-5.016742043,5.26E-07,4.42E-05
Uchl1,2359.552118,1.523646055,0.30404278,5.011288399,5.41E-07,4.48E-05
Kif26b,74.0452087,-4.189649926,0.836561763,-5.008177654,5.49E-07,4.48E-05
Macrod1,31.71502417,-4.061366653,0.810803639,-5.009063178,5.47E-07,4.48E-05
Sh3rf3,162.6945676,-3.535994615,0.706339544,-5.006083331,5.55E-07,4.50E-05
R3hdm1,2136.163861,1.733195138,0.347291469,4.99060672,6.02E-07,4.84E-05
Ryr1,347.1561362,-3.595586511,0.721438058,-4.983915766,6.23E-07,4.97E-05
Adcy8,602.3358572,3.587875885,0.72089694,4.976960903,6.46E-07,5.11E-05
Tbc1d9,297.9212315,3.446797065,0.694374053,4.963890929,6.91E-07,5.42E-05
Tprgl,313.6933391,-3.364818402,0.678442829,-4.959619672,7.06E-07,5.46E-05
Frmd4b,165.5422345,-2.965844745,0.597926398,-4.960217104,7.04E-07,5.46E-05
Cntnap1,141.0252668,-2.55855936,0.517655562,-4.942590304,7.71E-07,5.87E-05
Gm3893,267.5195343,-2.630689748,0.532246628,-4.942614214,7.71E-07,5.87E-05
Grm2,442.5820577,-2.534841737,0.513120022,-4.940056178,7.81E-07,5.91E-05
Ttll7,573.4028013,1.78649684,0.362085688,4.933906247,8.06E-07,6.05E-05
Scn2b,803.0550548,-2.502212177,0.507335136,-4.93206955,8.14E-07,6.07E-05
Baz1a,37.33613226,4.597988662,0.932527592,4.930673045,8.19E-07,6.07E-05
Prdm5,156.6477065,-3.849608053,0.782172657,-4.921685793,8.58E-07,6.31E-05
Rph3a,1036.489553,-1.946332117,0.395799221,-4.917473335,8.77E-07,6.40E-05
Fxyd6,174.535007,-3.410236867,0.696275577,-4.897826352,9.69E-07,7.02E-05
Cdh10,230.4224579,3.745770219,0.76551972,4.893107416,9.93E-07,7.05E-05
6330403A02Rik,122.3929343,-2.751251976,0.562237625,-4.893397119,9.91E-07,7.05E-05
Wscd2,172.9013714,-3.230088819,0.660044669,-4.893742757,9.89E-07,7.05E-05
Dbp,34.31799451,-4.523528965,0.925902175,-4.885536601,1.03E-06,7.27E-05
F730043M19Rik,124.110204,-3.628141771,0.7428592,-4.884023478,1.04E-06,7.28E-05
Chn1,4638.630269,-1.569058262,0.321460345,-4.881032091,1.06E-06,7.34E-05
Csf1r,163.567646,4.0488486,0.829922939,4.878583796,1.07E-06,7.38E-05
Nptx1,3428.620276,-1.778448205,0.364647542,-4.87717042,1.08E-06,7.39E-05
Dusp1,148.886072,4.2924685,0.880903153,4.872804104,1.10E-06,7.50E-05
Fahd1,97.67095366,-3.665937392,0.752694507,-4.870418684,1.11E-06,7.52E-05
Tnik,845.0864741,-2.031067983,0.417087738,-4.869642037,1.12E-06,7.52E-05
Pgap1,183.0393774,4.285055668,0.880818964,4.864854008,1.15E-06,7.66E-05
Src,203.2819107,-2.8064347,0.578941394,-4.847528146,1.25E-06,8.30E-05
Psmd1,1667.291799,1.841675422,0.381110616,4.832390761,1.35E-06,8.90E-05
Wdr6,318.0365646,-3.223059908,0.667928446,-4.825456872,1.40E-06,9.10E-05
Gse1,296.0672002,-3.753039009,0.77763407,-4.826227596,1.39E-06,9.10E-05
Npy,399.5963609,3.929830832,0.815683934,4.817835278,1.45E-06,9.40E-05
Satb1,113.3671203,-3.104827509,0.646394444,-4.803301663,1.56E-06,0.000100457
D430041D05Rik,693.8165412,-2.529214924,0.527053626,-4.798780993,1.60E-06,0.000102117
Aif1,279.1186243,3.297380914,0.688800344,4.787135984,1.69E-06,0.000106902
Nudcd3,492.6366161,-2.174195147,0.454164112,-4.787245597,1.69E-06,0.000106902
Ak5,1124.280943,-1.775590351,0.371694494,-4.777015484,1.78E-06,0.000110659
Psmb4,1479.223187,1.674306898,0.350614484,4.775350061,1.79E-06,0.000110659
Hsf2,357.5712226,1.577729996,0.330325718,4.776285675,1.79E-06,0.000110659
Prrt2,706.4867988,-2.460246426,0.51509737,-4.776274486,1.79E-06,0.000110659
Pianp,183.8206089,-3.54728467,0.743247041,-4.772685895,1.82E-06,0.00011147
Mcee,113.923854,-3.586692724,0.752576924,-4.765881881,1.88E-06,0.000114621
Hsph1,2927.080864,2.160305939,0.453460846,4.76404073,1.90E-06,0.000114995
Psmb3,1348.381271,1.835772101,0.385758007,4.758869727,1.95E-06,0.000117295
E130309F12Rik,106.9657067,-4.110905546,0.864342242,-4.75610857,1.97E-06,0.000118222
Slc16a2,383.6724229,-3.338441085,0.702101192,-4.754928669,1.99E-06,0.000118231
Rnf4,762.8439798,1.887421182,0.397536613,4.747792082,2.06E-06,0.00012178
Rnd3,147.3268232,3.902820208,0.823454169,4.739571861,2.14E-06,0.000125641
Sox8,46.4578905,-4.132726979,0.872035965,-4.739170336,2.15E-06,0.000125641
Fam101b,63.4849138,-3.668078993,0.774520791,-4.73593354,2.18E-06,0.000126946
Ankrd6,293.6176654,-3.269391548,0.690933617,-4.731846108,2.22E-06,0.000128523
Efna5,95.41166366,3.48968484,0.737595656,4.731162407,2.23E-06,0.000128523
Vstm2b,142.0545144,-3.269682839,0.691765858,-4.726574463,2.28E-06,0.000130734
Dnm1,1182.126149,-1.303660008,0.276604293,-4.713086679,2.44E-06,0.000138928
Unc13b,303.5472651,3.476681882,0.739689036,4.700193885,2.60E-06,0.000147063
Hsp90aa1,10797.59236,1.58907002,0.338153914,4.699250715,2.61E-06,0.000147063
Grb14,248.6132871,-2.729711482,0.582011791,-4.690130899,2.73E-06,0.000152941
Ppap2a,292.389337,3.502555653,0.747271094,4.687128512,2.77E-06,0.000154367
Gpr12,145.2027978,-4.190198692,0.896651082,-4.673165265,2.97E-06,0.000163489
Fam98a,331.8940816,3.240567467,0.693357977,4.673729262,2.96E-06,0.000163489
Slc37a4,214.8059026,-3.494924543,0.748866367,-4.66695354,3.06E-06,0.000167617
Ccdc85a,918.7586939,-2.626713234,0.563176163,-4.664105849,3.10E-06,0.00016906
Grcc10,550.6955309,-1.525165871,0.327268908,-4.66028344,3.16E-06,0.000171328
Pdf,238.5979816,-3.283338896,0.705827675,-4.651757097,3.29E-06,0.000177089
Nefm,1548.654351,1.783015484,0.383335032,4.651324135,3.30E-06,0.000177089
Srxn1,1022.59885,2.970806363,0.639330343,4.646747015,3.37E-06,0.000178291
Rbfox3,1379.992789,-1.84560189,0.397110889,-4.647573108,3.36E-06,0.000178291
Gm13315,33.24240895,-3.860684322,0.830767416,-4.647130166,3.37E-06,0.000178291
Rhbdl1,43.32071472,-3.663770096,0.788911421,-4.64408297,3.42E-06,0.00017969
Pkd1l3,67.23795744,-4.480396596,0.964995563,-4.642919375,3.44E-06,0.000179793
Mgat5b,72.48022022,-3.774422578,0.814614578,-4.633384525,3.60E-06,0.000187334
Mpp2,473.5005159,-2.29834288,0.497285301,-4.621779238,3.80E-06,0.000197137
Vwa3a,111.3607869,-3.691059379,0.799584785,-4.616220129,3.91E-06,0.000201482
Slc26a10,308.9814921,-3.339719891,0.725156399,-4.605516676,4.11E-06,0.000210039
Plec,373.9637128,-2.500666167,0.542893659,-4.606180465,4.10E-06,0.000210039
Zfp13,91.74244922,-4.161745279,0.904175112,-4.602808927,4.17E-06,0.000211746
Slc6a15,270.3913547,-3.210073076,0.697998874,-4.598965979,4.25E-06,0.000214637
Prkag2,318.7392209,-2.335493744,0.50856406,-4.592329518,4.38E-06,0.000220503
Fam35a,69.03669931,-3.368448042,0.734671019,-4.584974711,4.54E-06,0.000227306
Sema4f,247.781531,-3.204497766,0.69918414,-4.583195733,4.58E-06,0.000227417
Doc2b,246.9341075,-3.000520876,0.654726335,-4.582862663,4.59E-06,0.000227417
Rcan3,108.6749197,-4.553160824,0.995594057,-4.57331057,4.80E-06,0.000236907
Adamts1,49.39413171,-3.689331019,0.807192226,-4.570573034,4.86E-06,0.000238886
Snrnp48,306.7203042,2.525458097,0.553012279,4.566730601,4.95E-06,0.000241923
Slc6a1,434.6972014,-2.403310008,0.526355249,-4.565946695,4.97E-06,0.000241923
Fkbp1b,48.5887883,-4.849927856,1.062652149,-4.563984426,5.02E-06,0.000243055
Ckmt1,536.4934193,-2.471102418,0.542553341,-4.554579669,5.25E-06,0.000253004
AI854703,222.6526204,-4.004868312,0.879560628,-4.553260101,5.28E-06,0.000253418
Mrps33,407.1766272,-1.888242309,0.414954452,-4.550480907,5.35E-06,0.000255605
Acvr1c,382.6926826,2.5143741,0.552737576,4.548947292,5.39E-06,0.000256183
Lmnb2,80.4748088,-3.858988473,0.848488291,-4.548075104,5.41E-06,0.000256183
Ift74,191.7155386,-2.792488881,0.614539454,-4.54403515,5.52E-06,0.000259958
Klf13,1491.334942,-1.462910272,0.323226106,-4.525965712,6.01E-06,0.000276901
Hebp1,52.13163234,-3.369288835,0.744196149,-4.527420411,5.97E-06,0.000276901
Gstm6,59.86901251,-4.255205767,0.940136932,-4.526155309,6.01E-06,0.000276901
Pnck,837.1103248,-2.924878734,0.646203728,-4.526248626,6.00E-06,0.000276901
Psmd12,1101.376015,1.861777023,0.411327923,4.526259751,6.00E-06,0.000276901
Hpca,2409.22435,-1.828024521,0.404504606,-4.519168619,6.21E-06,0.000282866
Htatip2,116.4893313,3.738704097,0.827393463,4.518653171,6.22E-06,0.000282866
Glcci1,909.4843309,1.806265716,0.399702995,4.519019721,6.21E-06,0.000282866
Nat14,437.9379007,-1.65256765,0.366206227,-4.512669439,6.40E-06,0.000289697
Zfp3,87.98021178,-4.243881474,0.9406566,-4.511616116,6.43E-06,0.000289874
Map7,364.0191985,-2.410414405,0.535079323,-4.504779578,6.64E-06,0.000298068
Bcl11b,1028.806294,-1.90804322,0.423729788,-4.502971644,6.70E-06,0.00029932
1700011J10Rik,66.53473575,-3.266332513,0.725770061,-4.500505997,6.78E-06,0.000301514
2210408F21Rik,121.814333,3.862186277,0.859367311,4.494220607,6.98E-06,0.00030923
Kcnk1,959.9130284,1.66294665,0.370230325,4.491654356,7.07E-06,0.000311649
Shisa6,322.0857751,-1.87251467,0.417090551,-4.489467975,7.14E-06,0.00031353
Rab35,106.1449224,-2.78316811,0.620724673,-4.483740103,7.33E-06,0.000320711
Bcl11a,251.392307,-2.617461902,0.585984236,-4.466778701,7.94E-06,0.000345751
Lin7b,187.1343841,-2.756097239,0.617313142,-4.464666392,8.02E-06,0.000347718
Ptgs2,183.3357304,3.816249766,0.856228459,4.457046161,8.31E-06,0.000358805
Arrdc1,196.3276589,4.15472273,0.933093303,4.452633749,8.48E-06,0.00036474
Arhgef25,1061.836821,-2.287576682,0.514134653,-4.449372688,8.61E-06,0.000368792
Atf4,963.8544915,2.519290571,0.567513303,4.439174481,9.03E-06,0.000385114
Traip,78.6386797,-4.317952447,0.973199956,-4.436860503,9.13E-06,0.00038768
Dusp14,274.1372219,-3.023738509,0.681687126,-4.435669081,9.18E-06,0.000388239
Bag3,122.4092927,4.002496011,0.903910476,4.427978342,9.51E-06,0.000400705
Ogn,65.04608223,-4.144494331,0.936425597,-4.425866126,9.61E-06,0.000403008
Rala,520.9913931,1.661730598,0.375955945,4.420014151,9.87E-06,0.000412407
5730409E04Rik,120.5165376,-2.593653484,0.587817353,-4.412345896,1.02E-05,0.000425576
Rsph9,80.1378366,-3.77737001,0.856955947,-4.407892873,1.04E-05,0.000432681
Wasf1,1363.642598,-1.562262034,0.354581246,-4.405935316,1.05E-05,0.000434868
Fam57b,60.38378329,-3.069436594,0.697528585,-4.400445602,1.08E-05,0.000444247
Ltk,68.37834392,-4.273065542,0.972172557,-4.395377665,1.11E-05,0.000452942
Zfp280c,681.2725075,2.561182743,0.582939977,4.393561675,1.12E-05,0.000454946
Dpysl5,38.81212452,-4.031573483,0.918015352,-4.391618805,1.13E-05,0.000455372
Zfhx3,52.09981295,3.203275538,0.729311851,4.392189068,1.12E-05,0.000455372
0610009L18Rik,44.04675258,-4.276484353,0.973963407,-4.39080598,1.13E-05,0.000455372
Sh3bp5,552.6879978,-2.359853653,0.538984024,-4.378336923,1.20E-05,0.000480347
Tln2,213.4695343,-2.4010186,0.548615614,-4.376504312,1.21E-05,0.000482531
Olfm1,6700.140193,-1.301166454,0.297913137,-4.367603483,1.26E-05,0.000498385
Adcyap1r1,844.3316586,-2.435241614,0.557761174,-4.366100994,1.26E-05,0.000498385
Adcy1,2032.089537,-1.586724194,0.363376573,-4.366611146,1.26E-05,0.000498385
Fam193b,246.5382938,-2.237804132,0.512411793,-4.367198728,1.26E-05,0.000498385
Ccl25,87.68620399,-3.558240503,0.816202413,-4.359507455,1.30E-05,0.000511695
Sh3glb2,841.4077752,-1.977770015,0.454225831,-4.354155753,1.34E-05,0.000522376
2210408I21Rik,62.16444447,3.732481726,0.857645716,4.352008827,1.35E-05,0.000525536
Shd,64.57840557,-4.537670616,1.045993142,-4.338145667,1.44E-05,0.0005577
5730455P16Rik,475.2996316,-1.732481808,0.399627206,-4.335244907,1.46E-05,0.000562997
Nr2f1,155.3361,-2.645203318,0.610675729,-4.331600538,1.48E-05,0.000570271
Lrrcc1,134.3686001,-2.955430985,0.682639457,-4.32941717,1.50E-05,0.00057382
Camk2b,5398.51776,-1.635794062,0.378166088,-4.325596915,1.52E-05,0.000581702
Psmd4,1759.995676,1.656033458,0.383141328,4.322252222,1.54E-05,0.000588422
Serinc2,67.75273387,3.821617284,0.886535286,4.310733417,1.63E-05,0.000617657
Itpka,684.9049596,-2.854615925,0.663304692,-4.303626912,1.68E-05,0.000635488
Caly,1216.183919,-1.951913959,0.453685315,-4.302352085,1.69E-05,0.000636833
Dusp22,72.95900868,-3.806495336,0.885010456,-4.301073857,1.70E-05,0.000637467
Trpc4,56.02478112,-3.495139576,0.812723696,-4.300526234,1.70E-05,0.000637467
Epb4.1l2,95.21916765,3.483208988,0.810929191,4.295330625,1.74E-05,0.000647904
Pdzd2,526.9941152,1.918115517,0.446503884,4.295854044,1.74E-05,0.000647904
Aaas,114.5016247,-3.704792185,0.863067421,-4.292587227,1.77E-05,0.000653621
Ptprn,1711.467077,1.571545915,0.366203193,4.291458801,1.78E-05,0.000654614
4933412O06Rik,89.86832832,-3.75889335,0.876815137,-4.286985011,1.81E-05,0.000665564
Ptchd2,236.063253,-2.75377794,0.643323077,-4.280552086,1.86E-05,0.000682677
Mapk6,143.5438244,3.210328646,0.751849772,4.269907055,1.96E-05,0.000711063
Mxi1,118.2120782,-3.193191759,0.747831323,-4.269935829,1.96E-05,0.000711063
Abcg2,80.95581759,-3.766712126,0.882380569,-4.268806748,1.97E-05,0.000712081
Ankrd46,1437.059966,-1.764006809,0.414290512,-4.257898157,2.06E-05,0.000743821
Cpne6,4480.608506,-1.528742386,0.359069613,-4.257509768,2.07E-05,0.000743821
Bcl9l,66.74977383,-2.99813597,0.704603791,-4.255066475,2.09E-05,0.000749388
Prtg,69.03031908,-3.912621568,0.920561436,-4.250255781,2.14E-05,0.000763026
Psmc5,2932.408212,1.47207286,0.347240684,4.239344427,2.24E-05,0.00079832
Sept9,196.4509363,-3.333038573,0.786685005,-4.236814671,2.27E-05,0.000804599
Dscaml1,316.6375779,-2.935276768,0.693203155,-4.234367293,2.29E-05,0.000810634
Zfp948,256.9827813,3.428857409,0.811013022,4.227869734,2.36E-05,0.000831558
Chga,292.0341924,-3.070718898,0.726544997,-4.226467609,2.37E-05,0.000833917
Fam219a,167.4970667,2.900431358,0.686974672,4.22203536,2.42E-05,0.000847617
Ahcyl2,1113.7887,-2.163989417,0.512924825,-4.218921201,2.45E-05,0.000851624
Stk32c,121.3113618,-3.496864684,0.828896451,-4.218699066,2.46E-05,0.000851624
Ostf1,88.92542155,3.424376342,0.811515842,4.219728272,2.45E-05,0.000851624
Diras1,172.9192902,-2.357979124,0.559486303,-4.214543073,2.50E-05,0.000864566
Stard13,60.08367803,-3.814686646,0.90565815,-4.2120602,2.53E-05,0.000871222
Klc4,116.3108691,-3.538546555,0.842314846,-4.200978498,2.66E-05,0.000911957
Pdk2,261.2162725,-3.125245474,0.744325378,-4.198762484,2.68E-05,0.000917035
Dgkz,509.0116812,-2.82014825,0.671747499,-4.198226643,2.69E-05,0.000917035
Acap2,1376.688519,1.386932277,0.33106442,4.189312394,2.80E-05,0.000950681
Smc2,176.1013379,-3.063172857,0.731854462,-4.185494545,2.85E-05,0.000963644
Sgk1,521.1298473,2.575281384,0.616624073,4.176420441,2.96E-05,0.000999615
A230077H06Rik,83.55468451,-2.56178613,0.613855439,-4.173272678,3.00E-05,0.001010242
Miat,1329.101466,-2.202496183,0.528219201,-4.169663234,3.05E-05,0.001023053
Pde10a,212.6760467,-2.399114863,0.575667875,-4.167532997,3.08E-05,0.001027999
Malat1,192311.7508,1.52643937,0.366307983,4.167092836,3.09E-05,0.001027999
Nrxn1,1345.999679,-1.45638503,0.350105359,-4.159847866,3.18E-05,0.001057756
Suv420h2,72.46146634,-3.760439764,0.904450899,-4.15770471,3.21E-05,0.001064314
Alad,151.8819851,-3.08103834,0.741983686,-4.152434076,3.29E-05,0.001082218
Ssb,819.8627382,1.46117035,0.35188178,4.152446742,3.29E-05,0.001082218
Tmem62,160.3813268,-3.801193011,0.919975864,-4.13183993,3.60E-05,0.001180172
Tmem109,201.8680869,-3.037440196,0.735337681,-4.13067394,3.62E-05,0.001182432
Abcc8,236.6589726,-2.3417471,0.56701699,-4.129941676,3.63E-05,0.001182475
Snrpa1,306.5243849,1.965801233,0.476531009,4.125232555,3.70E-05,0.001203149
Eef2k,145.5582577,-2.261280364,0.548568256,-4.122149501,3.75E-05,0.001211772
Ncbp1,600.4383525,1.706758797,0.413982791,4.122777164,3.74E-05,0.001211772
Cacna1h,392.7962077,-2.556650606,0.620549683,-4.119977295,3.79E-05,0.001219454
Klf6,150.1318919,3.377015775,0.82010495,4.117784892,3.83E-05,0.001227298
Epha10,537.0106714,2.854249387,0.693376351,4.116450441,3.85E-05,0.001230613
Gm1976,109.9292585,-2.104100081,0.511524219,-4.113392881,3.90E-05,0.001243196
Rogdi,2705.936291,-2.185833696,0.531679762,-4.111184688,3.94E-05,0.001251298
Trappc2l,255.2954058,-3.198882308,0.780844918,-4.096693513,4.19E-05,0.001328154
Tmem59l,1457.804109,-1.510979564,0.369354623,-4.090864095,4.30E-05,0.001357834
Celsr2,424.8277709,-1.862070759,0.456217781,-4.081539202,4.47E-05,0.001404922
Nrg1,111.1521849,4.201656367,1.029409019,4.081619928,4.47E-05,0.001404922
2900060B14Rik,350.7878801,2.236114627,0.548314171,4.078163111,4.54E-05,0.001416888
Slc39a13,43.18055485,-3.604814083,0.883810304,-4.07871923,4.53E-05,0.001416888
