ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Tmprss11g,81.38602635,-2.894091604,0.331810186,8.722130074,2.73E-18,3.25E-16
Frrs1,227.4305745,-2.900464217,0.366418458,7.915715353,2.46E-15,2.06E-13
4933401D09Rik,348.9644796,-2.908663923,0.200600613,14.49977582,1.22E-47,2.04E-44
Gm10408,11.55375378,-2.917938594,0.809470456,3.604749958,0.000312454,0.003081445
Gm14023,64.03204302,-2.928209033,0.455554194,6.427795132,1.29E-10,5.39E-09
Ptgfr,101.0877516,-2.930364688,0.479016536,6.1174604,9.51E-10,3.36E-08
Lag3,792.3060968,-2.931022647,0.30808132,9.513795416,1.84E-21,2.66E-19
Mettl7a1,2505.594594,-2.948080414,0.284504448,10.36215931,3.69E-25,7.84E-23
Tifa,49.67937126,-2.966544826,0.414328397,7.15988778,8.07E-13,4.82E-11
Itgb6,1226.466508,-2.989913745,0.324391298,9.216997394,3.06E-20,4.04E-18
Maml2,759.2679876,-2.996707367,0.300446141,9.974191565,1.98E-23,3.36E-21
Slc39a8,879.6347405,-2.997937539,0.323524238,9.266500592,1.92E-20,2.61E-18
Erv3,24.69227067,-3.005734927,0.615046013,4.887008233,1.02E-06,2.08E-05
Zfp395,860.4076163,-3.010062515,0.342255517,8.794781573,1.43E-18,1.72E-16
Tigit,4243.30218,-3.026766569,0.210719306,14.36397371,8.71E-47,1.22E-43
Rabl3,137.7447113,-3.040704406,0.309759482,9.816340027,9.58E-23,1.55E-20
1600010M07Rik,1822.794345,-3.048096891,0.162620562,18.74361308,2.18E-78,9.17E-75
Tcp11l2,484.3308754,-3.064125424,0.276496612,11.08196371,1.53E-28,4.87E-26
Eif4e3,1504.328428,-3.076210833,0.274114324,11.22236439,3.17E-29,1.06E-26
Atp6v0d2,183.0371793,-3.080468182,0.308471833,9.98622192,1.75E-23,3.03E-21
Gm20753,763.1682782,-3.089482958,0.293870307,10.51308311,7.52E-26,1.66E-23
Gcsam,102.4040839,-3.090582644,0.506298764,6.104266621,1.03E-09,3.62E-08
Gbp5,103.2369892,-3.092896919,0.310009189,9.97679111,1.93E-23,3.30E-21
Hnf4g,644.6129832,-3.104856817,0.27772171,11.17974112,5.12E-29,1.66E-26
Il7,160.3705042,-3.115231387,0.266961627,11.66921038,1.83E-31,7.69E-29
Pirt,982.8300793,-3.116421821,0.281707606,11.06261156,1.90E-28,5.93E-26
Meis1,334.0949874,-3.119975109,0.291354915,10.70850344,9.29E-27,2.36E-24
Ucn2,13.90190773,-3.142344211,0.771977511,4.070512633,4.69E-05,0.00061186
A530088E08Rik,376.2494796,-3.142592531,0.336321329,9.344017936,9.27E-21,1.27E-18
Mgat4c,810.9544525,-3.14896864,0.300610689,10.47523841,1.12E-25,2.42E-23
Tagln2,98.37140652,-3.160893581,0.311170383,10.1580798,3.05E-24,5.96E-22
Pdk4,730.3081975,-3.168683541,0.295384666,10.72731223,7.58E-27,1.99E-24
Myocd,67.90361809,-3.178896922,0.376591556,8.441232606,3.14E-17,3.26E-15
F9,140.3892707,-3.205999437,0.390527968,8.209397796,2.22E-16,2.06E-14
Myoz3,2241.149742,-3.210696133,0.336011802,9.555307622,1.23E-21,1.80E-19
Hoxd9,309.5381881,-3.236686448,0.344084818,9.406652892,5.12E-21,7.23E-19
Ehf,285.1521261,-3.264113865,0.276346263,11.81168085,3.40E-32,1.46E-29
Fam217a,137.9497879,-3.275340851,0.420554001,7.788157633,6.80E-15,5.47E-13
Egflam,25.26300674,-3.281222264,0.60846218,5.392647844,6.94E-08,1.74E-06
A730018C14Rik,51.9101335,-3.282045454,0.573989178,5.717957028,1.08E-08,3.15E-07
Rfpl4,11.22807285,-3.318029778,0.935244948,3.547765518,0.000388514,0.003699137
Ptgdr,224.5959111,-3.342705678,0.266621889,12.53725152,4.67E-36,2.62E-33
4932411N23Rik,3487.206267,-3.344645962,0.673073121,4.969216356,6.72E-07,1.42E-05
Zfp780b,1307.956176,-3.363183992,0.271277375,12.3975838,2.69E-35,1.37E-32
A730046J19Rik,14.78640114,-3.369837999,0.775095378,4.347643003,1.38E-05,0.000209846
Mc1r,367.4580255,-3.39087477,0.312819596,10.83971342,2.23E-27,6.15E-25
Sox8,1385.469642,-3.393992403,0.603645554,5.622492175,1.88E-08,5.23E-07
Ibsp,17.90535368,-3.39667014,0.824277706,4.120783706,3.78E-05,0.000506007
Slc14a1,279.555059,-3.436887788,0.411940952,8.343156404,7.23E-17,7.11E-15
Gja8,118.9515345,-3.439483875,0.384683451,8.941075739,3.85E-19,4.80E-17
Sema3a,739.0694512,-3.444328673,0.320781234,10.73731348,6.80E-27,1.81E-24
AI182371,280.5506729,-3.446145637,0.228507956,15.08107505,2.16E-51,5.18E-48
Fam46a,147.2409336,-3.459631568,0.429793889,8.049513171,8.31E-16,7.31E-14
Gm8369,39.30543948,-3.469409933,0.549022481,6.31924931,2.63E-10,1.02E-08
Meox2,52.51748838,-3.490922469,0.551121209,6.334219063,2.39E-10,9.37E-09
4932412D23Rik,100.1585975,-3.517178792,0.37510071,9.376625249,6.81E-21,9.46E-19
Alx4,1361.118482,-3.523622521,0.240595,14.645452,1.44E-48,2.69E-45
Il27,17.95563179,-3.532117738,0.821961899,4.2971794,1.73E-05,0.00025545
Zic4,78.91921109,-3.547838639,0.526792375,6.734794978,1.64E-11,8.07E-10
Snora65,1887.806621,-3.550483431,0.820586785,4.326761651,1.51E-05,0.000227044
Gpr83,189.6501617,-3.570263483,0.325634021,10.96403709,5.69E-28,1.74E-25
Mir1839,32.31515009,-3.583962421,0.631310776,5.677017657,1.37E-08,3.94E-07
9530036O11Rik,276.4580839,-3.59234598,0.327926364,10.95473365,6.31E-28,1.89E-25
Adh6-ps1,1426.437771,-3.615448855,0.613386815,5.894239602,3.76E-09,1.23E-07
Snora30,1026.035854,-3.625261492,0.243281045,14.90153699,3.22E-50,6.77E-47
D830030K20Rik,673.5259636,-3.627436855,0.359402856,10.09295501,5.94E-24,1.11E-21
Cyp7a1,16.63135999,-3.636842664,0.734023479,4.954668028,7.25E-07,1.51E-05
8030442B05Rik,51.77126389,-3.644029377,0.570897507,6.382983514,1.74E-10,6.93E-09
B430212C06Rik,9.896624755,-3.654098497,1.015827578,3.597164102,0.000321706,0.003157863
Dmbx1,133.7297905,-3.659537525,0.40024243,9.14330228,6.06E-20,7.89E-18
Mob4,1175.971013,-3.660953711,0.287300437,12.74259707,3.43E-37,2.13E-34
Cpa4,8.583924935,-3.686963733,1.074997339,3.429742195,0.000604155,0.005383258
Rbm46,21.78460732,-3.691889822,0.660231129,5.591814226,2.25E-08,6.14E-07
Scarna2,571.4753839,-3.693234402,0.360570633,10.24274875,1.28E-24,2.55E-22
BC016579,29.83119977,-3.767032273,0.631059856,5.969373963,2.38E-09,7.94E-08
Mir137,47.0417045,-3.769077905,0.468803302,8.039785322,9.00E-16,7.88E-14
Gm14812,33.39038179,-3.774725537,0.581967236,6.48614785,8.81E-11,3.79E-09
Slc25a34,58.17281928,-3.799491543,0.657208704,5.781255667,7.41E-09,2.24E-07
Zxda,2067.629058,-3.811098993,0.298363773,12.7733302,2.31E-37,1.49E-34
Mir6516,578.221067,-3.939285486,0.299786347,13.14030986,1.93E-39,1.48E-36
Lrrc63,17.68968918,-3.965911041,0.754275062,5.25791086,1.46E-07,3.49E-06
Enpp6,373.4043524,-3.96913876,0.362892766,10.93749761,7.63E-28,2.21E-25
Mettl7a3,7.600465795,-4.018532974,1.220841646,3.291608693,0.000996161,0.008166092
Esx1,9.160932271,-4.02793042,1.16706296,3.451339436,0.000557812,0.005034384
Htr1d,174.7521095,-4.028166992,0.323555856,12.44968039,1.40E-35,7.37E-33
4930509E16Rik,116.1026336,-4.030208641,0.429772786,9.377533358,6.75E-21,9.46E-19
Clec4a2,48.79780876,-4.040635359,0.475212477,8.50279728,1.85E-17,1.98E-15
Hoxb9,40.78532205,-4.059589753,0.549412308,7.388967621,1.48E-13,9.68E-12
Mir219-1,8.920139178,-4.071821417,1.166045281,3.491992535,0.000479432,0.004412294
Bcl2l12,10.67771445,-4.080175913,1.002212927,4.07116672,4.68E-05,0.000610807
Cmtm8,103.5992775,-4.09526193,0.481688313,8.501891819,1.87E-17,1.98E-15
Srd5a3,2265.198708,-4.157834067,0.302376151,13.75053572,5.06E-43,5.00E-40
1700120G07Rik,204.362762,-4.164895786,0.288021367,14.46037085,2.16E-47,3.29E-44
Mir3068,1107.546469,-4.179802104,0.545004525,7.669297981,1.73E-14,1.28E-12
Ctcfl,288.7708095,-4.247287855,0.43064495,9.862620824,6.05E-23,9.86E-21
Gm5420,18.00989436,-4.268096623,0.846450771,5.042344777,4.60E-07,1.00E-05
Pet2,19.70292928,-4.271822485,0.814602471,5.244057852,1.57E-07,3.74E-06
AF357359,611.7374328,-4.351112328,0.64856598,6.708819856,1.96E-11,9.61E-10
Suclg2,2578.760207,-4.418468427,0.707885595,6.241783219,4.33E-10,1.63E-08
4930412O13Rik,7.406194631,-4.567118703,1.344628803,3.396564681,0.000682374,0.005984378
1810018F18Rik,212.5029978,-4.591611058,0.344892639,13.3131605,1.94E-40,1.72E-37
1700110I01Rik,8.293520673,-4.721145948,1.287509775,3.666881633,0.000245526,0.002517432
Mybl1,216.926632,-4.765989564,0.419798209,11.35304882,7.16E-30,2.56E-27
Gata2,17.72430146,-4.838720988,0.940987269,5.142174763,2.72E-07,6.19E-06
Gm12295,17.89315681,-4.844112052,0.9393554,5.156846971,2.51E-07,5.77E-06
Gm5868,117.5701555,-4.848788406,0.484006637,10.01802049,1.27E-23,2.22E-21
Dlx3,31.96549389,-4.853463778,0.74858356,6.483529744,8.96E-11,3.84E-09
Snord33,1580.259767,-4.953196843,0.642195406,7.71291229,1.23E-14,9.39E-13
Tmem174,11.16363114,-5.104820638,1.249364877,4.085932567,4.39E-05,0.000578167
Edn1,114.9672358,-5.175720157,0.536677532,9.644003792,5.21E-22,7.98E-20
Nrp,2040.876281,-5.207099955,0.571199936,9.116072372,7.79E-20,1.01E-17
Abca15,26.06066656,-5.223842401,0.913553381,5.718157812,1.08E-08,3.15E-07
Mir139,3.749919291,-5.428814878,1.679101129,3.233167308,0.001224258,0.009759802
Snord1c,44.45561925,-5.452138626,0.750859417,7.261197635,3.84E-13,2.36E-11
Mmrn2,4320.594956,-5.476309407,0.542114638,10.10175528,5.43E-24,1.04E-21
Snord1b,108.5835189,-5.483351173,1.135466557,4.829161317,1.37E-06,2.69E-05
En1,15.12431473,-5.551443184,1.191999049,4.657254709,3.20E-06,5.75E-05
Mir1969,4.25315299,-5.604069932,1.692790578,3.310551231,0.000931124,0.007708148
Mir32,4.581700152,-5.712638162,1.60066155,3.568923213,0.000358451,0.003466198
Speer9-ps1,5.838600033,-6.066541656,1.512310338,4.011439652,6.03E-05,0.000759503
Cdx2,97.70580052,-6.141231036,0.573616381,10.70616398,9.52E-27,2.38E-24
Prame,6.565259635,-6.230125639,1.495358585,4.166308804,3.10E-05,0.000426073
Snora47,382.488615,-6.500429932,0.979856987,6.634059886,3.27E-11,1.56E-09
Mir1949,42.02674229,-7.951382527,1.241114562,6.40664671,1.49E-10,6.05E-09
