sampleID,sampleshortID,mouse_number,mouse_birthdate,sex,exposure_type,timepoint,FullCategory,sort_plate,sort_date,rt_date,library_date
230126_950,950,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_951,951,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_952,952,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_953,953,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_954,954,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_955,955,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_956,956,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_957,957,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_958,958,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_959,959,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_960,960,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_961,961,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_962,962,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_963,963,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_964,964,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,77,4/15/2022,5/26/2022,1/24/2023
230126_965,965,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_966,966,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_967,967,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_968,968,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_969,969,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_970,970,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_971,971,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_972,972,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_973,973,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_974,974,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_975,975,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_976,976,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_977,977,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_978,978,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_979,979,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_980,980,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_981,981,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_982,982,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_983,983,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_984,984,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_985,985,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_986,986,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSNeg,79,4/15/2022,6/8/2022,1/24/2023
230126_987,987,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_988,988,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_989,989,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_990,990,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_991,991,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_992,992,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_993,993,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_994,994,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_995,995,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_996,996,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_997,997,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_998,998,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_999,999,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1000,1000,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1001,1001,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1002,1002,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1003,1003,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1004,1004,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1005,1005,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1006,1006,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1007,1007,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1008,1008,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1009,1009,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1010,1010,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1011,1011,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1012,1012,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1013,1013,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1014,1014,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1015,1015,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1016,1016,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1017,1017,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1018,1018,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1019,1019,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1020,1020,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1021,1021,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1022,1022,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1023,1023,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1024,1024,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1025,1025,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1026,1026,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1027,1027,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1028,1028,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1029,1029,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1030,1030,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1031,1031,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1032,1032,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1033,1033,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1034,1034,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1035,1035,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1036,1036,7d_1,1/3/2022,M,reexposed,7d,GFPNegFOSPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1037,1037,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1038,1038,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1039,1039,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1040,1040,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1041,1041,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1042,1042,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1043,1043,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1044,1044,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1045,1045,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1046,1046,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1047,1047,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1048,1048,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1049,1049,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1050,1050,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1051,1051,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1052,1052,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1053,1053,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1054,1054,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1055,1055,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1056,1056,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1057,1057,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1058,1058,7d_2,1/3/2022,M,reexposed,7d,GFPNegFOSPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1059,1059,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1060,1060,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1061,1061,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1062,1062,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1063,1063,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1064,1064,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1065,1065,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1066,1066,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1067,1067,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1068,1068,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1069,1069,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1070,1070,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1071,1071,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1072,1072,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1073,1073,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1074,1074,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1075,1075,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1076,1076,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1077,1077,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1078,1078,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1079,1079,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1080,1080,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1081,1081,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1082,1082,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1083,1083,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1084,1084,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1085,1085,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1086,1086,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1087,1087,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1088,1088,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1089,1089,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1090,1090,7d_1,1/3/2022,M,reexposed,7d,GFPPos,76,4/15/2022,12/22/2022,1/24/2023
230126_1091,1091,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1092,1092,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1093,1093,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1094,1094,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1095,1095,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1096,1096,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1097,1097,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1098,1098,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1099,1099,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1100,1100,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1101,1101,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1102,1102,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1103,1103,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1104,1104,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1105,1105,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1106,1106,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1107,1107,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1108,1108,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1109,1109,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1110,1110,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1111,1111,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1112,1112,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1113,1113,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1114,1114,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1115,1115,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1116,1116,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1117,1117,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1118,1118,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1119,1119,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1120,1120,7d_1,1/3/2022,M,reexposed,7d,GFPPos,77,4/15/2022,5/26/2022,1/24/2023
230126_1121,1121,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1122,1122,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1123,1123,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1124,1124,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1125,1125,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1126,1126,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1127,1127,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1128,1128,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1129,1129,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1130,1130,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1131,1131,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1132,1132,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1133,1133,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1134,1134,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1135,1135,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1136,1136,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1137,1137,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1138,1138,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1139,1139,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1140,1140,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1141,1141,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1142,1142,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1143,1143,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1144,1144,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1145,1145,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1146,1146,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1147,1147,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1148,1148,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1149,1149,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1150,1150,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1151,1151,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_1152,1152,7d_2,1/3/2022,M,reexposed,7d,GFPPos,79,4/15/2022,6/8/2022,1/24/2023
230126_229,229,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_230,230,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_231,231,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_232,232,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_233,233,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_234,234,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_235,235,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_236,236,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_237,237,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_238,238,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_239,239,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_240,240,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_241,241,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_242,242,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_243,243,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_244,244,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_245,245,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_246,246,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_247,247,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
