sampleID,sampleshortID,mouse_number,mouse_birthdate,sex,exposure_type,timepoint,FullCategory,sort_plate,sort_date,rt_date,library_date
230126_248,248,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,36,7/22/2022,10/7/2022,1/12/2023
230126_249,249,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_250,250,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_251,251,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_252,252,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_253,253,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_254,254,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_255,255,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_256,256,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_257,257,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_258,258,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_259,259,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_260,260,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_261,261,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_262,262,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_263,263,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_264,264,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_265,265,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_266,266,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_267,267,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_268,268,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_269,269,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_270,270,1d_3,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,35,7/22/2022,11/21/2022,1/12/2023
230126_271,271,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_272,272,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_273,273,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_274,274,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_275,275,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_276,276,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_277,277,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_278,278,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_279,279,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_280,280,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_281,281,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_282,282,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_283,283,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_284,284,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_285,285,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_286,286,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_287,287,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_288,288,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_289,289,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_290,290,1d_2,4/26/2022,M,singleNE,1d,GFPNegFOSNeg,37,7/22/2022,12/14/2022,1/12/2023
230126_291,291,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_292,292,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_293,293,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_294,294,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_295,295,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_296,296,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_297,297,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_298,298,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_299,299,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_300,300,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_301,301,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_302,302,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_303,303,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_304,304,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_305,305,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_306,306,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_307,307,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_308,308,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_309,309,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_310,310,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_311,311,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_312,312,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_313,313,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_314,314,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_315,315,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_316,316,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_317,317,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_318,318,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_319,319,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_320,320,1d_2,4/26/2022,M,singleNE,1d,GFPPos,36,7/22/2022,10/7/2022,1/12/2023
230126_321,321,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_322,322,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_323,323,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_324,324,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_325,325,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_326,326,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_327,327,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_328,328,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_329,329,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_330,330,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_331,331,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_332,332,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_333,333,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_334,334,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_335,335,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_336,336,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_337,337,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_338,338,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_339,339,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_340,340,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_341,341,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_342,342,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_343,343,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_344,344,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_345,345,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_346,346,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_347,347,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_348,348,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_349,349,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_350,350,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_351,351,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_352,352,1d_3,4/26/2022,M,singleNE,1d,GFPPos,35,7/22/2022,11/21/2022,1/12/2023
230126_353,353,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_354,354,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_355,355,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_356,356,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_357,357,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_358,358,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_359,359,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_360,360,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_361,361,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_362,362,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_363,363,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_364,364,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_365,365,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_366,366,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_367,367,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_368,368,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_369,369,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_370,370,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_371,371,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_372,372,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_373,373,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_374,374,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_375,375,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_376,376,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_377,377,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_378,378,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_379,379,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_380,380,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_381,381,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_382,382,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_383,383,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_384,384,1d_2,4/26/2022,M,singleNE,1d,GFPPos,37,7/22/2022,12/14/2022,1/12/2023
230126_613,613,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_614,614,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_615,615,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_616,616,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_617,617,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_618,618,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_619,619,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_620,620,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_621,621,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_622,622,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_623,623,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_624,624,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_625,625,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_626,626,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_627,627,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_628,628,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_629,629,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_630,630,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_631,631,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_632,632,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_633,633,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_634,634,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_635,635,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_636,636,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_637,637,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_638,638,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_639,639,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_640,640,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_641,641,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_642,642,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_643,643,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_644,644,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_645,645,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_646,646,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_647,647,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_648,648,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_649,649,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_650,650,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_651,651,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_652,652,3d_2,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z78,4/1/2022,6/7/2022,1/13/2023
230126_653,653,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_654,654,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_655,655,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_656,656,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_657,657,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_658,658,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_659,659,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_660,660,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_661,661,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_662,662,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_663,663,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_664,664,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_665,665,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_666,666,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_667,667,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_668,668,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_669,669,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_670,670,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_671,671,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_672,672,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_673,673,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_674,674,3d_1,12/31/2021,M,singleNE,3d,GFPNegFOSNeg,Z7A,4/1/2022,6/21/2022,1/13/2023
230126_675,675,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_676,676,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_677,677,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_678,678,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_679,679,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_680,680,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_681,681,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_682,682,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_683,683,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_684,684,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_685,685,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_686,686,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_687,687,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_688,688,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_689,689,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_690,690,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_691,691,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_692,692,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_693,693,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_694,694,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_695,695,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_696,696,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_697,697,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_698,698,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_699,699,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
230126_700,700,3d_1,12/31/2021,M,singleNE,3d,GFPPos,ZA1,4/1/2022,6/3/2022,1/13/2023
